date,USD Készpénz (BIL),USA Állampapír (IEF),USA Váll. Kötvény (LQD),Arany (GLD)
2023-02-28,0.003457444456507641,-0.05367596391642193,-0.03270752274785038,-0.04169093075517183
2023-03-31,0.0039910976835901835,0.07916128247166143,0.037210671914646776,0.03848493828112254
2023-04-30,0.003630461134959573,0.008623522653246951,0.008147569234227436,0.006040059355097549
2023-05-31,0.0037515931709839467,-0.013419890078922081,-0.014382999823572828,-0.017689168808454614
2023-06-30,0.00460624148455735,-0.02221370606110007,-0.012552842112916962,0.00810101257179685
2023-07-31,0.0038600426576558267,0.02288664235862692,-0.006516606257960134,0.0005379112974179812
2023-08-31,0.004966965638712351,-0.012777635059315506,-0.0073089469574620924,-0.012290367138488856
2023-09-30,0.003991012789807957,-0.047605861131121974,-0.031388175993493084,-0.035572942467646196
2023-10-31,0.004309484875124614,0.07372411557093361,-0.019277639440675953,-0.024119032137426166
2023-11-30,0.004682130447817068,0.02531372564947043,0.04554478089336911,0.0757444785011887
2023-12-31,0.004275148719667499,0.012821182352028115,0.03772253016047444,0.04875295892634379
2024-01-31,0.0042672883569807585,-0.014228180398366375,0.0007264401231057427,-0.0044280983262406926
2024-02-29,0.00444323532774038,0.004563548019519192,-0.020826340781200825,-0.019320210229613166
2024-03-31,0.00410175357696918,0.08668323846462611,0.00733197915006123,0.015409983694706364
2024-04-30,0.004322075675645021,0.02989497307015121,-0.03129777048692384,-0.032430410170767865
2024-05-31,0.004573116842715441,0.016189210429127243,0.018001602071556544,0.02213712767020648
2024-06-30,0.00399268570664435,-0.0013469974027457976,0.012169838340464922,0.005963288216920937
2024-07-31,0.004508345433720695,0.053671963349382734,0.028972156045695918,0.026380866261511038
2024-08-31,0.004617128325705933,0.02092249026936499,0.013457947264398529,0.01870512460218543
2024-09-30,0.004222098496875937,0.050888514912532656,0.013824784757147546,0.019629117086750636
2024-10-31,0.003947974141673027,0.04299348742370923,-0.033873691331373856,-0.03179393540840336
2024-11-30,0.003707228190643619,-0.031241364603207922,0.010209288965744578,0.01790899221293829
2024-12-31,0.003811779343780408,-0.020196227570499325,-0.020786583575535866,-0.024298320669251083
